,ID,Age,Marital_Status,Has_Child,Education,Income,Spending,Accepted_Cmp,Response,KMeans,Predicted_Response,Rounded_Prediction,Prediction_Error,Monetary_Rank,Frequency_Rank,Recency_Rank
700,9977,49,Single,1,1,78901.0,734,0,0,1,0.08730279417093989,0,0,63.35670662745984,68.4841628959276,0.40955631399317405
701,10196,44,Together,1,1,71427.0,614,0,0,2,-0.010606168701936203,0,0,59.579280705722695,72.78280542986425,73.62912400455063
702,6384,44,Single,1,1,71022.0,1453,1,0,2,0.46131386622919746,0,0,87.87604614340647,72.78280542986425,68.82821387940842
703,8029,34,Single,0,3,90247.0,1621,1,1,1,0.5601977344773799,1,0,92.0153811354897,56.15384615384615,72.53697383390217
704,968,54,Single,1,3,41335.0,187,0,0,0,0.1407599811907913,0,0,39.583804569102014,40.88235294117647,75.83617747440273
705,6988,36,Together,1,1,71952.0,1443,1,0,2,0.3631489749425135,0,0,87.6724722913368,80.85972850678733,6.234357224118316
706,4472,52,Single,1,4,35682.0,57,0,0,0,0.16363177192800074,0,0,20.696674960416196,19.366515837104075,65.02844141069397
707,6991,71,Single,1,1,43185.0,637,0,0,0,0.11822096736230459,0,0,60.09952499434517,72.78280542986425,11.080773606370876
708,3336,74,Together,1,4,66375.0,948,1,0,2,0.3396376066561869,0,0,70.9341777878308,46.06334841628959,3.23094425483504
709,4301,51,Together,1,3,35178.0,59,1,1,0,0.3071333314149671,0,1,21.397873784211715,10.79185520361991,89.57906712172924
710,1940,36,Together,1,1,25252.0,18,0,0,3,0.02384993372260552,0,0,3.1214657317349017,3.4389140271493215,73.62912400455063
711,1272,57,Single,1,3,55250.0,903,0,0,2,0.19035224161761832,0,0,69.12463243610043,88.28054298642533,50.83048919226394
712,1388,47,Single,1,1,33249.0,112,0,0,0,0.10991163811585963,0,0,33.159918570459176,27.669683257918553,88.41865756541524
713,1044,69,Together,0,1,58398.0,596,0,0,2,0.03766475987328438,0,0,58.71974666365076,68.4841628959276,55.972696245733786
714,6969,40,Together,1,1,50272.0,233,0,0,0,-0.006606128843476888,0,0,42.00407147704139,43.09954751131222,24.27758816837315
715,10479,47,Together,0,4,76618.0,1511,0,0,1,0.20536872945836715,0,0,89.36892105858402,43.09954751131222,35.31285551763367
716,3619,62,Single,0,2,87305.0,1152,1,1,1,0.45242380530152587,0,1,79.00927391992761,64.27601809954751,80.70534698521047
717,1715,44,Together,1,1,25851.0,48,0,0,3,0.015572073530323666,0,0,16.851391087989143,19.366515837104075,55.358361774744026
718,10159,52,Single,1,1,58710.0,1185,0,0,2,0.1744420601761273,0,0,80.52476815200181,96.0633484162896,22.48009101251422
719,1463,64,Single,1,1,45160.0,21,0,0,0,0.05372267424065008,0,0,4.320289527256277,3.4389140271493215,90.71672354948805
720,5114,57,Together,1,3,74806.0,965,0,0,1,0.05295722828764968,0,0,71.47704139334992,56.15384615384615,98.81683731513084
721,4990,68,Together,0,1,59111.0,869,0,0,2,0.06848162002189354,0,0,67.76747342230264,80.85972850678733,9.351535836177474
722,4329,38,Together,1,4,18988.0,16,0,0,3,0.10473333182003117,0,0,2.0809771544899345,10.79185520361991,56.678043230944255
723,10936,57,Together,0,1,72190.0,1947,0,0,2,0.17908310777559508,0,0,97.35353992309432,60.18099547511312,20.341296928327644
724,4692,46,Together,1,1,7500.0,71,1,1,3,0.32232470932557356,0,1,25.876498529744403,34.7737556561086,80.70534698521047
725,7212,56,Together,1,1,44794.0,65,0,0,0,-0.03575936037641514,0,0,23.63718615697806,19.366515837104075,0.40955631399317405
726,6086,67,Together,0,1,80395.0,1380,1,0,1,0.35592388290969473,0,0,86.2248360099525,91.4027149321267,37.31513083048919
727,437,46,Single,0,3,75012.0,1027,0,0,1,0.23695100087305151,0,0,74.16874010404885,88.28054298642533,58.38452787258248
728,11171,57,Together,1,3,56962.0,411,0,0,2,0.025561407843830264,0,0,51.1422755032798,56.15384615384615,39.203640500568824
729,11101,31,Together,0,1,89891.0,836,1,0,1,0.32270413064984416,0,0,66.86270074643745,96.0633484162896,82.54835039817975
730,5329,73,Single,1,4,35946.0,11,0,0,0,0.13036576760655738,0,0,0.7690567744854105,3.4389140271493215,75.83617747440273
731,610,69,Together,1,4,53593.0,480,0,0,2,0.048090679090187494,0,0,54.55779235467089,60.18099547511312,39.203640500568824
732,9384,44,Together,1,1,66373.0,606,0,0,2,-0.0015009470261923008,0,0,59.08165573399683,64.27601809954751,41.50170648464164
733,5956,74,Single,1,4,45072.0,284,0,0,0,0.141895455766258,0,0,45.2838724270527,46.06334841628959,25.233219567690558
734,10430,49,Single,1,1,89694.0,1472,1,0,1,0.41992355579316687,0,0,88.26057453064917,46.06334841628959,77.95221843003412
735,7875,73,Together,0,1,72025.0,1677,1,1,2,0.39827312755308153,0,1,93.25944356480434,96.0633484162896,54.28896473265073
736,7072,49,Together,1,1,67432.0,1335,0,0,2,0.07240725889283606,0,0,84.77719972856819,68.4841628959276,30.44368600682594
737,6255,70,Together,1,3,70545.0,334,0,0,2,-0.027109543816362658,0,0,47.86247455326849,49.20814479638009,70.21615472127417
738,6516,33,Together,1,0,17487.0,18,0,0,3,0.019389941999591903,0,0,3.1214657317349017,3.4389140271493215,62.36632536973834
739,5564,53,Together,1,1,62882.0,1338,0,0,2,0.07651545302343837,0,0,84.98077358063787,72.78280542986425,73.62912400455063
740,5682,69,Single,1,4,64108.0,1099,0,0,2,0.20304472931465892,0,0,76.9509160823343,97.48868778280543,91.8316268486917
741,7458,66,Together,1,3,34941.0,97,0,0,0,0.021820330996917464,0,0,31.440850486315313,27.669683257918553,73.62912400455063
742,5237,72,Single,1,4,48767.0,63,0,0,0,0.11216948833647361,0,0,22.86812938249265,27.669683257918553,20.341296928327644
743,7761,44,Together,1,2,38702.0,109,0,0,0,0.0207992154462166,0,0,33.069441302872654,34.7737556561086,28.623435722411834
744,5278,58,Together,0,1,82224.0,902,1,0,1,0.30996595223222106,0,0,68.98891653472066,80.85972850678733,16.109215017064844
745,3560,70,Together,0,1,83844.0,1574,1,0,1,0.3671296660952257,0,0,90.83917665686496,77.0135746606335,41.50170648464164
746,7235,47,Together,1,2,17003.0,38,0,0,3,0.05180749575914523,0,0,11.558470934177787,27.669683257918553,62.36632536973834
747,10548,27,Single,0,1,71163.0,960,0,0,2,0.2143491760058993,0,0,71.20560959059037,91.4027149321267,68.82821387940842
748,2281,52,Single,1,1,33697.0,28,1,0,0,0.3633747346240811,0,0,7.328658674508031,3.4389140271493215,65.02844141069397
749,4073,68,Together,0,2,63564.0,1215,1,1,2,0.3930404790007744,0,1,81.67835331372993,98.52941176470588,100.0
750,6974,50,Together,0,4,83443.0,1497,0,0,1,0.18633049847035632,0,0,89.00701198823796,84.68325791855203,10.261660978384528
751,7938,64,Together,1,4,51518.0,449,0,0,0,0.055245684584221744,0,0,53.313729925356256,60.18099547511312,7.394766780432309
752,7094,47,Single,1,1,58330.0,1064,0,0,2,0.168046735948381,0,0,75.54851843474327,91.4027149321267,12.013651877133105
753,3667,53,Together,0,1,80952.0,1757,1,1,1,0.41587257422016277,0,1,94.8201764306718,94.00452488687783,79.68145620022753
754,7723,43,Together,0,1,75507.0,1440,0,0,1,0.13344889869778,0,0,87.5141370730604,80.85972850678733,42.86689419795222
755,3870,44,Together,0,2,63855.0,1006,0,0,2,0.12984155825223986,0,0,73.5127799140466,91.4027149321267,71.39931740614335
756,4012,50,Together,1,4,62220.0,1226,0,1,2,0.14039983009848025,0,1,81.85930784890296,72.78280542986425,44.16382252559727
757,5909,58,Together,1,1,58512.0,1171,0,0,2,0.05970295154314953,0,0,79.80095001130965,60.18099547511312,74.65301478953356
758,10470,43,Together,1,3,40662.0,92,0,0,0,0.04007723402712726,0,0,30.400361909070345,27.669683257918553,100.0
759,6488,63,Together,1,4,38829.0,99,0,0,0,0.0420532980476189,0,0,31.621805021488353,34.7737556561086,13.174061433447099
760,10270,41,Together,1,2,35523.0,66,0,0,0,0.02615981876804624,0,0,23.999095227324137,27.669683257918553,91.8316268486917
761,6887,55,Single,1,1,79146.0,564,0,0,1,0.059697767710969823,0,0,57.63401945261253,68.4841628959276,65.93856655290102
762,6406,34,Together,0,3,78285.0,1427,0,0,1,0.18582319378754736,0,0,87.12960868581769,80.85972850678733,86.1433447098976
763,7573,44,Single,1,4,31626.0,86,1,1,3,0.45585873955422285,0,1,29.314634698032123,19.366515837104075,87.30375426621161
764,4508,70,Single,0,1,75127.0,833,0,0,1,0.13573597255795514,0,0,66.65912689436779,72.78280542986425,7.394766780432309
765,221,67,Together,1,1,48726.0,242,0,0,0,-0.037924553638615466,0,0,42.6147930332504,40.88235294117647,9.351535836177474
766,5331,45,Together,0,1,74985.0,1869,0,0,1,0.1804462540625089,0,0,96.31305134584936,64.27601809954751,91.8316268486917
767,1911,35,Together,0,1,67430.0,1364,0,0,2,0.15132995793473175,0,0,85.41054060167383,99.25339366515837,93.42434584755404
768,20,57,Together,1,2,46891.0,183,0,0,0,-0.004085781067828975,0,0,39.17665686496268,34.7737556561086,8.486916951080774
769,8786,66,Together,1,3,62058.0,450,0,0,2,0.008083800848579736,0,0,53.40420719294278,56.15384615384615,47.41751990898749
770,10582,43,Together,1,1,72063.0,758,0,0,2,0.00575356785553871,0,0,63.99004750056548,77.0135746606335,96.38225255972696
771,1915,71,Together,0,4,78939.0,1507,0,0,1,0.16885138920061527,0,0,89.23320515720425,77.0135746606335,41.50170648464164
772,8897,57,Single,1,1,42720.0,654,0,1,0,0.13942297864861203,0,1,60.5745306491744,68.4841628959276,90.71672354948805
773,2371,50,Together,1,1,33622.0,81,0,0,0,-0.003950496843267148,0,0,28.52295860665008,27.669683257918553,77.95221843003412
774,4303,65,Together,1,4,6835.0,137,0,0,3,0.10711019395247467,0,0,35.6932820628817,0.40723981900452494,23.48122866894198
775,6825,69,Together,1,1,41452.0,16,0,0,0,-0.05173323676065111,0,0,2.0809771544899345,3.4389140271493215,13.174061433447099
776,1072,57,Single,1,4,40760.0,93,0,0,0,0.15109452121563277,0,0,30.649174394933272,27.669683257918553,35.31285551763367
777,4964,64,Together,0,4,74250.0,1158,0,0,1,0.14779209764848036,0,0,79.34856367337706,68.4841628959276,9.351535836177474
778,2461,67,Single,1,3,51124.0,43,0,0,0,0.08801643986959107,0,0,13.775163990047501,10.79185520361991,20.341296928327644
779,10736,51,Single,1,1,72258.0,1525,0,0,2,0.18742259048304752,0,0,89.61773354444695,80.85972850678733,71.39931740614335
780,3194,48,Single,0,4,71466.0,1230,0,0,2,0.28811794904303045,0,0,82.040262384076,72.78280542986425,13.174061433447099
781,10839,46,Together,1,1,36283.0,29,0,0,0,-0.00986625565546373,0,0,7.713187061750736,10.79185520361991,57.588168373151305
782,49,52,Single,1,1,20587.0,25,0,0,3,0.11858464271660407,0,0,6.356028047952952,10.79185520361991,60.27303754266211
783,4290,50,Together,1,1,30467.0,24,0,0,3,-0.00415632254751519,0,0,5.948880343813617,3.4389140271493215,91.8316268486917
784,10219,50,Together,1,1,31590.0,38,0,0,3,-0.00479528052872652,0,0,11.558470934177787,10.79185520361991,59.29465301478953
785,4211,36,Together,1,0,20425.0,57,0,0,3,0.01405371259680177,0,0,20.696674960416196,19.366515837104075,94.2434584755404
786,1135,62,Together,1,3,17144.0,47,0,0,3,0.05665543134689499,0,0,16.331146799366657,34.7737556561086,3.23094425483504
787,6299,54,Single,1,4,42564.0,813,1,1,0,0.5034159872048032,1,0,65.89007011988238,72.78280542986425,71.39931740614335
788,10846,44,Together,1,3,43783.0,629,1,0,0,0.36382013569821237,0,0,59.714996607102464,64.27601809954751,77.95221843003412
789,347,46,Single,1,1,40780.0,377,0,0,0,0.12631699697416798,0,0,49.33273015154943,52.307692307692314,68.82821387940842
790,6543,77,Together,0,3,62847.0,1612,0,0,2,0.18097752557288987,0,0,91.74394933273015,52.307692307692314,55.358361774744026
791,10446,65,Together,0,4,82017.0,729,1,1,1,0.35292945048051294,0,1,62.92693960642388,64.27601809954751,40.659840728100114
792,3479,72,Single,0,1,16813.0,50,1,0,3,0.430367562336883,0,0,17.824021714544223,19.366515837104075,50.83048919226394
793,11075,44,Together,1,1,51267.0,270,0,0,0,-0.009631176185995738,0,0,44.37909975118751,46.06334841628959,62.36632536973834
794,4442,61,Single,1,1,46524.0,177,0,0,0,0.07262161484324345,0,0,38.76950916082335,34.7737556561086,29.692832764505116
795,199,60,Single,0,3,45183.0,315,1,0,0,0.46746549559932765,0,0,46.776747342230266,49.20814479638009,65.93856655290102
796,6722,68,Together,1,4,70421.0,767,0,0,2,0.04857158743119197,0,0,64.23885998642841,80.85972850678733,1.2969283276450512
797,796,57,Single,1,2,60161.0,1071,0,0,2,0.17587609383236275,0,0,75.86518887129608,91.4027149321267,82.54835039817975
798,3749,49,Together,0,1,73926.0,1580,0,0,1,0.1445693754305651,0,0,91.06536982583125,91.4027149321267,45.34698521046644
799,8523,54,Together,1,1,19329.0,60,0,0,3,0.016739103406801015,0,0,21.691924903867903,34.7737556561086,60.27303754266211
800,310,52,Together,1,3,61872.0,573,0,0,2,0.04073798157507613,0,0,57.8375933046822,68.4841628959276,18.11149032992036
801,8629,66,Single,1,1,46984.0,41,0,0,0,0.0497524246711456,0,0,12.757294729699161,10.79185520361991,28.623435722411834
802,236,71,Together,1,1,34838.0,170,0,0,0,-0.023813108031234653,0,0,38.2040262384076,34.7737556561086,37.31513083048919
803,9930,78,Single,0,4,82716.0,1167,0,0,1,0.2193649221921627,0,0,79.57475684234336,98.52941176470588,91.8316268486917
804,3483,64,Together,0,1,48192.0,1526,1,1,0,0.44018168740474717,0,1,89.68559149513685,88.28054298642533,23.48122866894198
805,4599,46,Together,1,3,49681.0,458,0,0,0,0.05972918171756372,0,0,53.585161728115814,60.18099547511312,33.06029579067122
806,7326,51,Together,1,3,56850.0,63,0,0,2,-0.005762123770475025,0,0,22.86812938249265,19.366515837104075,16.109215017064844
807,7352,65,Together,1,1,55267.0,405,0,0,2,-0.029798848143480328,0,0,50.712508482243834,52.307692307692314,71.39931740614335
808,2350,50,Together,1,1,59666.0,1027,1,0,2,0.32201687340259305,0,0,74.16874010404885,52.307692307692314,12.013651877133105
809,9145,50,Single,1,1,72504.0,1478,0,0,2,0.18292351938054507,0,0,88.48676769961547,80.85972850678733,56.678043230944255
810,2964,41,Together,0,1,26872.0,72,0,0,3,0.07747982589990851,0,0,26.23840760009048,10.79185520361991,100.0
811,5585,50,Single,1,1,21359.0,48,0,1,3,0.12228247316219729,0,1,16.851391087989143,19.366515837104075,98.81683731513084
812,9687,47,Single,0,1,73170.0,726,0,0,1,0.15765007241261075,0,0,62.70074643745759,60.18099547511312,98.81683731513084
813,3732,67,Together,1,3,52750.0,860,0,0,2,0.07164426362370796,0,0,67.45080298574983,84.68325791855203,27.349260523321956
814,6303,36,Together,0,4,91820.0,1497,0,0,1,0.18809247795876288,0,0,89.00701198823796,88.28054298642533,27.349260523321956
815,11176,52,Together,1,4,65968.0,495,0,0,2,0.047565337688698334,0,0,55.23637186156978,64.27601809954751,87.30375426621161
816,2986,46,Together,1,1,30772.0,20,0,0,3,3.0964135887268096e-05,0,0,3.822664555530423,3.4389140271493215,10.261660978384528
817,7462,68,Single,0,1,22507.0,570,0,0,3,0.21280528322950365,0,0,57.76973535399231,64.27601809954751,32.3094425483504
818,3900,50,Together,1,1,65685.0,769,0,0,2,0.010455446488281034,0,0,64.3067179371183,80.85972850678733,45.34698521046644
819,7034,44,Together,1,2,25804.0,55,0,0,3,0.04023262947909431,0,0,19.814521601447634,19.366515837104075,65.02844141069397
820,9493,42,Single,0,4,76412.0,1808,1,1,1,0.6220669706956027,1,0,95.49875593757069,68.4841628959276,84.30034129692832
821,1143,50,Together,1,1,22063.0,55,0,0,3,0.01600163765998802,0,0,19.814521601447634,19.366515837104075,56.678043230944255
822,1,61,Single,0,1,57091.0,577,1,1,2,0.4246892901034223,0,1,58.19950237502828,68.4841628959276,100.0
823,3855,59,Together,0,1,22419.0,162,0,0,3,0.07289328585159602,0,0,37.661162632888484,34.7737556561086,25.233219567690558
824,5536,63,Together,1,1,87771.0,1957,1,1,1,0.3546257988861732,0,1,97.4892558244741,77.0135746606335,38.225255972696246
825,5989,63,Single,1,2,78353.0,1576,0,0,1,0.18916648437457378,0,0,91.02013119203801,91.4027149321267,48.532423208191126
826,9499,68,Together,1,1,93404.0,1616,1,0,1,0.2982927555185493,0,0,91.87966523410994,56.15384615384615,2.2525597269624575
827,6768,60,Single,1,1,37859.0,36,0,0,0,0.07512816084425447,0,0,10.472743723139562,10.79185520361991,24.27758816837315
828,2150,64,Single,1,4,80995.0,1482,0,0,1,0.21952552462116895,0,0,88.64510291789188,84.68325791855203,16.109215017064844
829,6646,38,Together,1,1,16529.0,22,0,0,3,0.0389597233083365,0,0,4.908391766568649,10.79185520361991,77.06484641638225
830,4887,46,Single,1,4,55412.0,63,0,0,2,0.13309569098956348,0,0,22.86812938249265,19.366515837104075,34.106939704209324
831,8560,30,Single,0,1,48789.0,680,0,0,0,0.22302463688656424,0,0,61.366206740556436,68.4841628959276,5.164960182025029
832,3321,55,Together,1,4,56575.0,542,0,0,2,0.06756106895220332,0,0,56.81972404433387,68.4841628959276,57.588168373151305
833,11003,42,Together,1,2,25130.0,50,0,0,3,0.04362369105112329,0,0,17.824021714544223,19.366515837104075,89.57906712172924
834,10402,55,Together,1,1,35441.0,39,0,0,0,-0.01886587926716271,0,0,12.033476589007012,10.79185520361991,5.164960182025029
835,9904,66,Together,1,1,71391.0,1043,0,0,2,0.009206189800311015,0,0,74.86993892784439,91.4027149321267,49.670079635949946
836,6141,50,Single,1,3,49494.0,385,0,0,0,0.152266750080868,0,0,49.581542637412355,49.20814479638009,54.28896473265073
837,5687,42,Single,0,1,81702.0,1633,0,0,1,0.25002554277695305,0,0,92.3094322551459,97.48868778280543,1.2969283276450512
838,10856,42,Single,1,2,45889.0,46,0,0,0,0.1077291725507018,0,0,15.720425243157656,10.79185520361991,57.588168373151305
839,5121,45,Single,1,1,56628.0,761,1,0,2,0.4101440500098026,0,0,64.05790545125537,72.78280542986425,68.82821387940842
840,4186,72,Together,1,1,34026.0,76,0,0,0,-0.03416155907727392,0,0,27.143180275955665,27.669683257918553,88.41865756541524
841,368,48,Together,1,1,40049.0,290,0,0,0,0.009610668700713254,0,0,45.46482696222574,46.06334841628959,38.225255972696246
842,3312,34,Single,1,1,34176.0,89,0,0,0,0.1225150588683041,0,0,29.744401719068087,34.7737556561086,87.30375426621161
843,11121,41,Together,1,1,19419.0,70,0,0,3,0.03473785286825895,0,0,25.559828093191584,34.7737556561086,23.48122866894198
844,5332,62,Together,0,2,82504.0,1066,0,0,1,0.07609568894420632,0,0,75.72947296991632,64.27601809954751,97.63367463026165
845,5848,52,Together,0,1,81205.0,2009,1,1,1,0.4452223131135066,0,1,97.9416421624067,72.78280542986425,56.678043230944255
846,10343,31,Single,0,2,61618.0,1345,0,0,2,0.2953891131522402,0,0,85.13910879891428,68.4841628959276,72.53697383390217
847,5935,66,Single,1,3,55284.0,764,0,0,2,0.1627426766649084,0,0,64.14838271884189,80.85972850678733,39.203640500568824
848,2895,59,Single,1,1,49980.0,195,0,0,0,0.07043656217934896,0,0,40.05881022393123,40.88235294117647,20.341296928327644
849,10262,42,Together,1,1,15072.0,53,0,0,3,0.04011221640641513,0,0,18.706175073512778,34.7737556561086,3.23094425483504
850,7848,48,Single,1,1,49166.0,368,0,0,0,0.10606403022592065,0,0,48.90296313051346,46.06334841628959,82.54835039817975
851,9477,68,Together,1,4,65324.0,544,0,0,2,0.033412570072540226,0,0,56.932820628817005,68.4841628959276,100.0
852,4856,65,Together,0,2,82347.0,1853,1,0,1,0.43202288088587837,0,0,96.08685817688306,94.00452488687783,61.2514220705347
853,7186,56,Together,1,4,30843.0,35,1,0,3,0.3302213768730108,0,0,10.178692603483375,10.79185520361991,56.678043230944255
854,5794,48,Together,1,4,46374.0,446,1,1,0,0.3564926448148219,0,1,53.13277539018322,60.18099547511312,98.81683731513084
855,1456,43,Single,1,1,60474.0,1180,0,0,2,0.18218159999910333,0,0,80.3664329337254,94.00452488687783,74.65301478953356
856,4877,49,Together,1,3,38576.0,41,0,0,0,0.030566701545108155,0,0,12.757294729699161,10.79185520361991,97.63367463026165
857,425,37,Together,1,1,55357.0,727,0,0,2,0.043201593184958254,0,0,62.76860438814747,77.0135746606335,33.06029579067122
